event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Light Heavyweight,Volkan Oezdemir,Johnny Walker,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Lightweight,Nasrat Haqparast,Jared Gordon,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Featherweight,Felipe Lima,Muhammad Naimov,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Welterweight,Rinat Fakhretdinov,Nicolas Dalby,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Bantamweight,Muin Gafurov,Kyung Ho Kang,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Light Heavyweight,Magomed Gadzhiyasulov,Brendson Ribeiro,M-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Bantamweight,ChangHo Lee,Xiao Long,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Flyweight,Tatsuro Taira,Alex Perez,KO/TKO,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Bantamweight,Miles Johns,Douglas Silva de Andrade,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Featherweight,Lucas Almeida,Timmy Cuamba,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Bantamweight,Brady Hiestand,Garrett Armfield,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Flyweight,Asu Almabayev,Jose Johnson,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Welterweight,Adam Fugitt,Josh Quinlan,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Flyweight,Nate Maness,Jimmy Flick,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Women's Flyweight,Gabriella Fernandes,Carli Judice,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Featherweight,Westin Wilson,Jeka Saragih,SUB              Triangle Armbar,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Featherweight,Melquizael Costa,Shayilan Nuerdanbieke,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Perez vs. Taira,2024-06-15,Women's Strawweight,Josefine Knutsson,Julia Polastri,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Middleweight,Nassourdine Imavov,Jared Cannonier,KO/TKO              Punches,4,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Light Heavyweight,Dominick Reyes,Dustin Jacoby,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Bantamweight,Raul Rosas Jr.,Ricky Turcios,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Middleweight,Brunno Ferreira,Dustin Stoltzfus,KO/TKO              Spinning Back Elbow,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Middleweight,Zachary Reese,Julian Marquez,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Welterweight,Punahele Soriano,Miguel Baeza,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Lightweight,Ludovit Klein,Thiago Moises,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Welterweight,Carlos Prates,Charles Radtke,KO/TKO              Knee,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Bantamweight,Brad Katona,Jesse Butler,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Women's Flyweight,Montana De La Rosa,Andrea Lee,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Bantamweight,Daniel Marcos,John Castaneda,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Women's Strawweight,Denise Gomes,Eduarda Moura,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Bantamweight,Taylor Lapilus,Cody Stamann,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Women's Strawweight,Puja Tomar,Rayanne dos Santos,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Lightweight,Islam Makhachev,Dustin Poirier,SUB              D'Arce Choke,5,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Middleweight,Sean Strickland,Paulo Costa,S-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Middleweight,Kevin Holland,Michal Oleksiejczuk,SUB              Armbar,1,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Welterweight,Niko Price,Alex Morono,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Welterweight,Randy Brown,Elizeu Zaleski dos Santos,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Middleweight,Roman Kopylov,Cesar Almeida,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Heavyweight,Jailton Almeida,Alexandr Romanov,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Lightweight,Grant Dawson,Joe Solecki,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Welterweight,Jake Matthews,Phil Rowe,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Welterweight,Bassil Hafez,Mickey Gall,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Women's Bantamweight,Ailin Perez,Joselyne Edwards,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 302: Makhachev vs. Poirier,2024-06-01,Flyweight,Andre Lima,Mitch Raposo,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Featherweight,Lerone Murphy,Edson Barboza,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Welterweight,Khaos Williams,Carlston Harris,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Welterweight,Themba Gorimbo,Ramiz Brahimaj,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Bantamweight,Adrian Yanez,Vinicius Salvador,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Women's Strawweight,Angela Hill,Luana Pinheiro,SUB              Guillotine Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Lightweight,Tom Nolan,Victor Martinez,KO/TKO              Knee,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Light Heavyweight,Oumar Sy,Tuco Tokkos,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Women's Bantamweight,Melissa Gatto,Tamires Vidal,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Middleweight,Abus Magomedov,Warlley Alves,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Women's Strawweight,Ariane Carnelossi,Piera Rodriguez,DQ,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Bantamweight,Alatengheili,Kleydson Rodrigues,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Women's Strawweight,Vanessa Demopoulos,Emily Ducote,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Heavyweight,Derrick Lewis,Rodrigo Nascimento,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Welterweight,Joaquin Buckley,Nursulton Ruziboev,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Light Heavyweight,Carlos Ulberg,Alonzo Menifield,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Lightweight,Diego Ferreira,Mateusz Rebecki,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Featherweight,Sean Woodson,Alex Caceres,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Heavyweight,Waldo Cortes-Acosta,Robelis Despaigne,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Lightweight,Chase Hooper,Viacheslav Borshchev,SUB              D'Arce Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Lightweight,Esteban Ribovics,Terrance McKinney,KO/TKO              Kick,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Women's Strawweight,Tabatha Ricci,Tecia Pennington,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Welterweight,Trey Waters,Billy Ray Goff,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Flyweight,Charles Johnson,Jake Hadley,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Women's Flyweight,Veronica Hardy,JJ Aldrich,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Flyweight,Alexandre Pantoja,Steve Erceg,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Bantamweight,Jose Aldo,Jonathan Martinez,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Light Heavyweight,Anthony Smith,Vitor Petrino,SUB              Guillotine Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Middleweight,Michel Pereira,Ihor Potieria,SUB              Guillotine Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Middleweight,Caio Borralho,Paul Craig,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Featherweight,Joanderson Brito,Jack Shore,KO/TKO,2,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Women's Strawweight,Iasmin Lucindo,Karolina Kowalkiewicz,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Lightweight,Myktybek Orolbai,Elves Brener,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Lightweight,Drakkar Klose,Joaquim Silva,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Lightweight,Mauricio Ruffy,Jamie Mullarkey,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Women's Flyweight,Dione Barbosa,Ernesta Kareckaite,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Lightweight,Ismael Bonfim,Vinc Pichel,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 301: Pantoja vs. Erceg,2024-05-04,Flyweight,Alessandro Costa,Kevin Borjas,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Flyweight,Alex Perez,Matheus Nicolau,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Light Heavyweight,Bogdan Guskov,Ryan Spann,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Women's Flyweight,Karine Silva,Ariane da Silva,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Heavyweight,Jhonata Diniz,Austen Lane,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Featherweight,David Onama,Jonathan Pearce,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Welterweight,Uros Medic,Tim Means,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Bantamweight,Victor Henry,Rani Yahya,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Lightweight,Austin Hubbard,Michal Figlak,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Heavyweight,Don'Tale Mayes,Caio Machado,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Women's Strawweight,Ketlen Souza,Marnic Mann,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Lightweight,Chris Padilla,James Llontop,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Women's Flyweight,Ivana Petrovic,Liang Na,SUB              Arm Triangle,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Lightweight,Maheshate,Gabriel Benitez,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Light Heavyweight,Alex Pereira,Jamahal Hill,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Women's Strawweight,Zhang Weili,Yan Xiaonan,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Lightweight,Max Holloway,Justin Gaethje,KO/TKO              Punch,5,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Lightweight,Arman Tsarukyan,Charles Oliveira,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Middleweight,Bo Nickal,Cody Brundage,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Light Heavyweight,Jiri Prochazka,Aleksandar Rakic,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Featherweight,Aljamain Sterling,Calvin Kattar,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Women's Bantamweight,Kayla Harrison,Holly Holm,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Featherweight,Diego Lopes,Sodiq Yusuff,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Lightweight,Renato Moicano,Jalin Turner,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Women's Strawweight,Jessica Andrade,Marina Rodriguez,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Lightweight,King Green,Jim Miller,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 300: Pereira vs. Hill,2024-04-13,Bantamweight,Deiveson Figueiredo,Cody Garbrandt,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Middleweight,Brendan Allen,Chris Curtis,S-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Featherweight,Damon Jackson,Alexander Hernandez,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Featherweight,Chepe Mariscal,Morgan Charriere,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Lightweight,Ignacio Bahamondes,Christos Giagos,KO/TKO              Kick,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Lightweight,Charlie Campbell,Trevor Peek,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Welterweight,Alex Morono,Court McGee,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Heavyweight,Lukasz Brzeski,Valter Walker,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Women's Bantamweight,Norma Dumont,Germaine de Randamie,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Bantamweight,Victor Hugo,Pedro Falcao,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Bantamweight,Jean Matsumoto,Dan Argueta,SUB              Guillotine Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Middleweight,Cesar Almeida,Dylan Budka,KO/TKO              Elbows,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Women's Bantamweight,Nora Cornolle,Melissa Mullins,KO/TKO              Knee,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Women's Flyweight,Manon Fiorot,Erin Blanchfield,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Welterweight,Joaquin Buckley,Vicente Luque,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Middleweight,Chris Weidman,Bruno Silva,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Middleweight,Nursulton Ruziboev,Sedriques Dumas,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Featherweight,Kyle Nelson,Bill Algeo,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Welterweight,Chidi Njokuani,Rhys McKee,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Featherweight,Nate Landwehr,Jamall Emmers,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Women's Strawweight,Virna Jandiroba,Loopy Godinez,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Featherweight,Julio Arce,Herbert Burns,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Featherweight,Dennis Buzukja,Connor Matthews,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Light Heavyweight,Ibo Aslan,Anton Turkalj,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Middleweight,Jacob Malkoun,Andre Petroski,KO/TKO              Kick,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Bantamweight,Caolan Loughran,Angel Pacheco,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Women's Flyweight,Rose Namajunas,Amanda Ribas,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Heavyweight,Karl Williams,Justin Tafa,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Middleweight,Edmen Shahbazyan,AJ Dobson,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Bantamweight,Payton Talbott,Cameron Saaiman,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Featherweight,Youssef Zalal,Billy Quarantillo,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Featherweight,Fernando Padilla,Luis Pajuelo,SUB              D'Arce Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Lightweight,Trey Ogden,Kurt Holobaugh,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Featherweight,Julian Erosa,Ricardo Ramos,SUB              Guillotine Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Bantamweight,Miles Johns,Cody Gibson,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Featherweight,Jarno Errens,Steven Nguyen,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Women's Bantamweight,Daria Zhelezniakova,Montserrat Rendon,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Flyweight,Andre Lima,Igor Severino,DQ,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Heavyweight,Mick Parkin,Mohammed Usman,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Heavyweight,Marcin Tybura,Tai Tuivasa,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Welterweight,Bryan Battle,Ange Loosa,CNC,2,No contest,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Light Heavyweight,Ovince Saint Preux,Kennedy Nzechukwu,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Featherweight,Christian Rodriguez,Isaac Dulgarian,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Women's Bantamweight,Macy Chiasson,Pannie Kianzad,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Middleweight,Gerald Meerschaert,Bryan Barberena,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Lightweight,Mike Davis,Natan Levy,SUB              Arm Triangle,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Women's Bantamweight,Chelsea Chandler,Josiane Nunes,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Flyweight,Jafel Filho,Ode Osbourne,SUB              Rear Naked Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Featherweight,Danny Silva,Josh Culibao,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Women's Strawweight,Jaqueline Amorim,Cory McKenna,SUB              Armbar,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Lightweight,Thiago Moises,Mitch Ramirez,KO/TKO              Kick,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Bantamweight,Chad Anheliger,Charalampos Grigoriou,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Bantamweight,Sean O'Malley,Marlon Vera,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Lightweight,Dustin Poirier,Benoit Saint Denis,KO/TKO              Punch,2,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Welterweight,Michael Page,Kevin Holland,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Welterweight,Jack Della Maddalena,Gilbert Burns,KO/TKO              Elbows,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Bantamweight,Petr Yan,Song Yadong,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 299: O'Malley vs. Vera 2,2024-03-09,Heavyweight,Curtis Blaydes,Jailton Almeida,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
